age,kids,hours,domain,skill,education,city_type,language,device,work_mode,work_type,income
27,1,2,E-Commerce,Order Handling,10th,Rural,English,Laptop,Hybrid,Order Processing,10279
46,0,5,Cooking,Cooking,UG,Rural,English,Mobile,Hybrid,Catering Assistant,15820
23,2,1,Teaching,Communication,PG,Semi-Urban,English,Mobile,Offline Local,Home Tuition,20483
49,1,2,Gardening,Nursery Management,8th,Rural,Both,Both,Work From Home,Nursery Worker,10108
50,3,5,Cleaning,Organization,UG,Semi-Urban,Hindi,Laptop,Work From Home,Office Cleaning,16910
36,2,7,Electrician,Appliance Maintenance,No Formal,Rural,English,Both,Work From Home,Electrical Repair Services,21432
41,0,7,Cooking,Meal Planning,12th,Semi-Urban,English,Laptop,Offline Local,Meal Prep Business,17817
24,0,7,Banking,Customer Handling,10th,Rural,English,Mobile,Offline Local,Back Office Assistant,24992
46,2,2,IT,Graphic Designing,No Formal,Urban,English,Laptop,Hybrid,Freelancing,20138
26,0,8,Cooking,Cooking,12th,Rural,Hindi,Both,Work From Home,Cooking Classes Online,21086
33,1,6,Commerce,Accounting,12th,Semi-Urban,Hindi,Both,Offline Local,Accounting Assistant,20358
23,1,7,Security,Communication,12th,Urban,Both,Laptop,Work From Home,Watchman,17916
31,0,6,Nurse,First Aid,PG,Semi-Urban,Hindi,Mobile,Offline Local,Home Care Nurse,25294
20,2,2,Teaching,Subject Knowledge,10th,Rural,Both,Laptop,Work From Home,Online Tutor,16017
40,3,3,Electrician,Wiring,12th,Rural,Both,Laptop,Work From Home,Home Electrician,18558
48,4,3,Labour,Loading/Unloading,Diploma,Urban,Hindi,Both,Offline Local,Warehouse Helper,11980
42,2,6,Nurse,Nursing Care,PG,Urban,English,Mobile,Work From Home,Patient Support Online,29507
23,1,8,Handicraft,Art,UG,Semi-Urban,Hindi,Mobile,Hybrid,Art & Craft Business,19659
31,3,5,Clothing,Embroidery,UG,Semi-Urban,English,Both,Work From Home,Boutique Business,16532
20,2,5,Baking,Chocolate Making,Diploma,Rural,English,Laptop,Hybrid,Home Bakery,15750
24,0,8,Fitness,Yoga,No Formal,Rural,Hindi,Laptop,Work From Home,Yoga Instructor Online,21119
47,2,5,Music,Singing,UG,Semi-Urban,Hindi,Laptop,Work From Home,Instrument Tutor,19100
34,0,4,Cleaning,Housekeeping,No Formal,Urban,Hindi,Both,Hybrid,House Cleaning,12144
41,1,2,Social Media,Canva,No Formal,Urban,English,Laptop,Offline Local,Instagram Reels Editor,16990
37,1,3,Music,Instrument Playing,UG,Semi-Urban,Both,Laptop,Work From Home,Singer for Events,18343
28,2,2,Security,Discipline,12th,Urban,Both,Laptop,Offline Local,Night Guard,14214
43,0,8,Nurse,Patient Monitoring,Diploma,Semi-Urban,Both,Laptop,Offline Local,Home Care Nurse,26302
30,2,7,Baking,Cake Decoration,No Formal,Semi-Urban,Hindi,Mobile,Hybrid,Dessert Selling Online,17199
42,3,4,Cooking,Cooking,Diploma,Semi-Urban,English,Mobile,Work From Home,Cooking Classes Online,15212
28,1,4,Cleaning,Housekeeping,No Formal,Urban,Both,Mobile,Offline Local,Office Cleaning,10930
46,3,1,Beauty,Makeup,No Formal,Urban,Hindi,Mobile,Offline Local,Makeup Artist,11506
31,1,8,Electrician,Electrical Repair,No Formal,Rural,Hindi,Mobile,Work From Home,Home Electrician,19693
31,2,1,Cooking,Food Packaging,10th,Urban,Hindi,Mobile,Offline Local,Meal Prep Business,8651
29,3,7,Law,Legal Drafting,10th,Rural,Both,Laptop,Hybrid,Documentation Support,22639
29,2,5,Teaching,Communication,8th,Urban,Both,Both,Offline Local,Coaching Assistant,20514
36,0,8,Banking,Sales,PG,Urban,Hindi,Both,Work From Home,Back Office Assistant,26348
43,1,8,Music,Instrument Playing,12th,Rural,Hindi,Laptop,Hybrid,Music Teacher Online,23089
36,1,2,Electrician,Wiring,PG,Semi-Urban,Both,Laptop,Work From Home,Appliance Fixing,18612
20,2,8,Clothing,Fashion Designing,PG,Semi-Urban,Hindi,Laptop,Hybrid,Clothing Seller Online,22161
50,0,4,Cleaning,Organization,No Formal,Rural,Both,Mobile,Hybrid,House Cleaning,10002
35,2,5,Cooking,Meal Planning,8th,Rural,Hindi,Laptop,Work From Home,Catering Assistant,14601
35,0,3,Handicraft,Art,UG,Rural,Hindi,Mobile,Hybrid,Art & Craft Business,16804
39,2,6,Data Entry,Data Management,12th,Rural,English,Both,Hybrid,Data Entry,17345
43,1,2,Security,Discipline,No Formal,Urban,Both,Both,Work From Home,Security Guard,8959
20,2,6,Commerce,Excel,UG,Semi-Urban,Both,Both,Work From Home,Bookkeeping,22984
33,2,2,Gardening,Nursery Management,Diploma,Semi-Urban,Hindi,Both,Hybrid,Plant Selling,11932
45,0,8,Electrician,Wiring,10th,Semi-Urban,Hindi,Laptop,Hybrid,Appliance Fixing,22005
25,3,8,Fitness,Yoga,UG,Semi-Urban,English,Both,Offline Local,Zumba Trainer,26680
28,1,6,Music,Singing,UG,Rural,Hindi,Laptop,Work From Home,Instrument Tutor,22208
39,0,4,Security,Communication,10th,Urban,Both,Mobile,Hybrid,Security Guard,15146
41,0,2,Security,Communication,UG,Rural,Hindi,Laptop,Offline Local,Security Guard,12968
48,2,7,Handicraft,Craft Making,10th,Rural,Both,Both,Hybrid,Art & Craft Business,20642
25,0,1,Teaching,Communication,12th,Semi-Urban,English,Laptop,Hybrid,Online Tutor,17929
25,2,1,Fitness,Exercise Training,8th,Urban,Both,Laptop,Hybrid,Yoga Instructor Online,13078
30,2,6,Fitness,Nutrition,PG,Rural,Hindi,Mobile,Offline Local,Yoga Instructor Online,24106
30,2,2,Music,Instrument Playing,No Formal,Urban,English,Mobile,Offline Local,Instrument Tutor,15370
34,3,1,Teaching,Communication,12th,Rural,Both,Mobile,Hybrid,Coaching Assistant,14756
37,1,2,Cooking,Meal Planning,8th,Urban,English,Laptop,Hybrid,Home Tiffin Service,13063
22,0,7,Nurse,First Aid,8th,Urban,English,Mobile,Hybrid,Clinic Nurse,26033
33,0,6,Banking,Customer Handling,10th,Semi-Urban,Both,Laptop,Offline Local,Customer Support,24385
45,1,8,Doctor,Patient Support,12th,Semi-Urban,English,Laptop,Work From Home,Clinic Support,29100
31,0,7,Baking,Cake Decoration,UG,Rural,English,Laptop,Hybrid,Dessert Selling Online,19918
32,0,4,Government,Clerk Skills,12th,Urban,Both,Laptop,Hybrid,Data Entry Operator,21500
35,1,6,Music,Singing,No Formal,Urban,Hindi,Laptop,Offline Local,Singer for Events,16367
26,1,8,Gardening,Nursery Management,10th,Urban,Hindi,Laptop,Work From Home,Home Gardening Service,19980
30,1,2,Cooking,Cooking,No Formal,Urban,Both,Laptop,Work From Home,Home Tiffin Service,10291
40,0,7,Baking,Cake Decoration,8th,Urban,English,Mobile,Offline Local,Custom Cake Business,17279
44,3,4,Gardening,Plant Care,UG,Semi-Urban,English,Laptop,Work From Home,Plant Selling,13369
25,0,5,E-Commerce,Inventory,Diploma,Urban,Both,Mobile,Offline Local,Order Processing,15852
50,0,1,Beauty,Mehndi,8th,Semi-Urban,English,Mobile,Hybrid,Makeup Artist,11235
31,3,5,E-Commerce,Inventory,12th,Rural,Both,Both,Offline Local,Order Processing,16701
43,0,4,Music,Instrument Playing,UG,Rural,Hindi,Mobile,Offline Local,Singer for Events,19725
27,4,8,Banking,Sales,Diploma,Urban,Hindi,Mobile,Hybrid,Back Office Assistant,25006
24,3,2,E-Commerce,Packing,UG,Urban,Hindi,Mobile,Hybrid,Catalog Manager,12404
33,0,7,Nurse,Nursing Care,No Formal,Semi-Urban,English,Mobile,Work From Home,Home Care Nurse,24315
32,0,7,Teaching,Subject Knowledge,Diploma,Semi-Urban,Hindi,Laptop,Hybrid,Coaching Assistant,25746
37,0,1,E-Commerce,Inventory,UG,Semi-Urban,Hindi,Laptop,Hybrid,Order Processing,12466
31,2,5,Government,Clerk Skills,10th,Urban,Hindi,Mobile,Hybrid,Data Entry Operator,20230
44,3,2,Government,Office Work,UG,Semi-Urban,Both,Both,Offline Local,Clerk,21045
45,2,6,Electrician,Electrical Repair,10th,Semi-Urban,English,Mobile,Work From Home,Home Electrician,21844
46,3,8,Teaching,Communication,Diploma,Rural,Both,Both,Work From Home,Online Tutor,23836
28,3,1,Baking,Baking,No Formal,Rural,Both,Laptop,Offline Local,Dessert Selling Online,12115
46,0,2,Baking,Chocolate Making,12th,Rural,English,Mobile,Work From Home,Custom Cake Business,12424
33,2,4,Baking,Baking,12th,Semi-Urban,Hindi,Both,Work From Home,Custom Cake Business,17673
34,1,3,Cooking,Food Packaging,UG,Semi-Urban,English,Mobile,Work From Home,Cooking Classes Online,16446
38,4,5,Handicraft,Craft Making,8th,Semi-Urban,English,Both,Offline Local,Handmade Products Seller,17452
35,1,8,Teaching,Teaching,Diploma,Urban,English,Mobile,Work From Home,Online Tutor,23744
20,4,8,Baking,Cake Decoration,8th,Rural,English,Mobile,Offline Local,Custom Cake Business,18531
41,1,5,Social Media,Instagram,No Formal,Rural,Hindi,Mobile,Hybrid,Instagram Reels Editor,21584
38,2,5,Security,Communication,Diploma,Rural,Both,Mobile,Hybrid,Watchman,16807
41,2,5,Cleaning,Sanitization,10th,Semi-Urban,Hindi,Laptop,Work From Home,House Cleaning,11105
31,2,4,Clothing,Fashion Designing,10th,Rural,English,Laptop,Hybrid,Clothing Seller Online,15750
42,2,8,E-Commerce,Packing,8th,Semi-Urban,Hindi,Mobile,Offline Local,Order Processing,19645
27,0,1,Doctor,Patient Support,PG,Urban,Hindi,Both,Offline Local,Telemedicine Assistant,27680
23,1,3,Music,Music Teaching,No Formal,Semi-Urban,Both,Laptop,Offline Local,Instrument Tutor,11667
20,2,5,E-Commerce,Inventory,UG,Rural,Hindi,Laptop,Hybrid,Order Processing,18572
35,0,8,Cleaning,Organization,10th,Semi-Urban,Hindi,Both,Offline Local,Deep Cleaning Services,18335
22,0,4,E-Commerce,Inventory,8th,Rural,Both,Mobile,Work From Home,Catalog Manager,14718
25,3,1,Labour,Helper Skills,8th,Urban,Hindi,Mobile,Hybrid,Construction Helper,7401
29,1,3,Nurse,Patient Monitoring,8th,Rural,Both,Laptop,Offline Local,Patient Support Online,21690
43,2,2,Data Entry,Typing,PG,Urban,English,Laptop,Work From Home,Typing Work,16726
28,0,4,Labour,Helper Skills,No Formal,Rural,Hindi,Mobile,Work From Home,Factory Worker,10604
49,2,8,Nurse,Patient Monitoring,8th,Rural,Both,Both,Work From Home,Patient Support Online,25430
41,1,2,Beauty,Mehndi,PG,Urban,Hindi,Both,Offline Local,Mehndi Artist,15355
37,1,3,Handicraft,Product Selling,PG,Urban,English,Mobile,Work From Home,Jewelry Making,18039
28,2,6,Baking,Cake Decoration,10th,Rural,Hindi,Laptop,Offline Local,Custom Cake Business,16289
40,1,5,IT,Web Development,12th,Semi-Urban,English,Laptop,Work From Home,Freelancing,25975
46,3,1,Handicraft,Art,UG,Semi-Urban,Both,Mobile,Offline Local,Handmade Products Seller,12686
50,4,8,Nurse,Patient Monitoring,Diploma,Rural,Both,Laptop,Work From Home,Patient Support Online,25626
23,2,5,Social Media,Instagram,8th,Semi-Urban,Both,Laptop,Hybrid,Instagram Reels Editor,19709
41,0,6,Fitness,Exercise Training,PG,Urban,Both,Both,Work From Home,Diet Coach,23868
25,1,2,Fitness,Exercise Training,10th,Rural,Hindi,Laptop,Hybrid,Zumba Trainer,17883
20,0,8,Banking,Sales,UG,Urban,English,Mobile,Offline Local,Banking Sales Agent,26080
48,1,2,Cleaning,Sanitization,Diploma,Urban,English,Laptop,Offline Local,Deep Cleaning Services,9032
49,2,7,Music,Singing,Diploma,Rural,Both,Both,Offline Local,Instrument Tutor,21716
49,3,1,Fitness,Nutrition,12th,Semi-Urban,English,Both,Offline Local,Yoga Instructor Online,13355
44,3,7,E-Commerce,Packing,12th,Urban,English,Laptop,Work From Home,Catalog Manager,18178
25,1,5,IT,Graphic Designing,No Formal,Urban,Both,Mobile,Hybrid,Web Development,22391
34,1,6,Fitness,Exercise Training,No Formal,Rural,Hindi,Laptop,Work From Home,Zumba Trainer,18427
21,2,1,Social Media,Canva,No Formal,Semi-Urban,Hindi,Both,Work From Home,Instagram Reels Editor,18026
40,2,3,Data Entry,Data Management,UG,Urban,English,Mobile,Offline Local,Data Entry,16146
23,0,2,Nurse,Nursing Care,PG,Urban,Hindi,Laptop,Offline Local,Home Care Nurse,23692
50,0,3,Labour,Helper Skills,No Formal,Rural,Hindi,Both,Work From Home,Factory Worker,10812
39,1,1,Labour,Helper Skills,PG,Semi-Urban,Hindi,Both,Hybrid,Warehouse Helper,12292
33,3,6,Law,Research,No Formal,Semi-Urban,English,Laptop,Offline Local,Contract Reviewer,24126
41,2,5,IT,Graphic Designing,UG,Rural,English,Laptop,Hybrid,Freelancing,28615
41,0,5,Data Entry,Data Management,No Formal,Semi-Urban,Both,Laptop,Offline Local,Typing Work,16589
38,3,4,Music,Instrument Playing,No Formal,Semi-Urban,Both,Mobile,Offline Local,Music Teacher Online,17412
37,0,7,Clothing,Stitching,UG,Urban,English,Mobile,Work From Home,Tailoring,21704
25,0,3,Commerce,Accounting,PG,Rural,English,Mobile,Work From Home,GST Filing Assistant,19306
48,1,5,Government,Clerk Skills,PG,Urban,English,Laptop,Hybrid,Data Entry Operator,26187
46,1,3,Nurse,First Aid,UG,Rural,Hindi,Mobile,Offline Local,Patient Support Online,24101
40,3,4,Baking,Cake Decoration,8th,Rural,Both,Both,Work From Home,Home Bakery,14690
38,3,7,E-Commerce,Packing,PG,Semi-Urban,English,Laptop,Offline Local,Catalog Manager,22389
35,3,6,Fitness,Nutrition,PG,Urban,Both,Laptop,Work From Home,Diet Coach,22492
28,0,5,Nurse,Patient Monitoring,8th,Rural,Both,Laptop,Hybrid,Home Care Nurse,23706
40,1,8,Electrician,Appliance Maintenance,12th,Semi-Urban,Hindi,Mobile,Offline Local,Appliance Fixing,21142
25,1,4,Fitness,Yoga,Diploma,Semi-Urban,Both,Mobile,Hybrid,Yoga Instructor Online,20791
50,1,1,E-Commerce,Order Handling,No Formal,Semi-Urban,Hindi,Mobile,Work From Home,Order Processing,8142
37,3,7,Baking,Baking,UG,Urban,Hindi,Both,Hybrid,Dessert Selling Online,18906
47,2,4,Law,Research,10th,Semi-Urban,Both,Both,Hybrid,Documentation Support,20060
44,2,7,Gardening,Nursery Management,UG,Rural,English,Mobile,Work From Home,Home Gardening Service,19010
43,1,2,Music,Singing,UG,Rural,Hindi,Laptop,Offline Local,Singer for Events,17463
47,0,1,Law,Legal Drafting,Diploma,Rural,Hindi,Both,Offline Local,Contract Reviewer,17298
29,1,3,Commerce,Excel,8th,Rural,Both,Both,Hybrid,Accounting Assistant,16342
50,3,1,Social Media,Instagram,10th,Urban,Both,Laptop,Offline Local,Content Creator,18781
21,3,7,IT,Video Editing,PG,Rural,English,Mobile,Work From Home,Graphic Designing,32329
34,1,7,Nurse,Nursing Care,8th,Semi-Urban,Hindi,Both,Offline Local,Patient Support Online,25290
35,2,3,Teaching,Communication,Diploma,Urban,English,Laptop,Hybrid,Coaching Assistant,20243
40,1,1,E-Commerce,Packing,10th,Semi-Urban,Hindi,Mobile,Hybrid,Order Processing,9055
47,0,3,Baking,Baking,No Formal,Semi-Urban,Both,Both,Work From Home,Home Bakery,11886
46,0,3,Data Entry,Data Management,8th,Semi-Urban,English,Laptop,Hybrid,Data Entry,11681
40,3,3,Labour,Loading/Unloading,PG,Urban,Both,Mobile,Offline Local,Construction Helper,16655
31,0,4,Doctor,Basic Healthcare,8th,Rural,English,Mobile,Offline Local,Health Consultant (Online),23399
20,3,2,Electrician,Wiring,Diploma,Semi-Urban,Both,Both,Hybrid,Home Electrician,16696
21,3,4,Security,Communication,PG,Semi-Urban,English,Both,Hybrid,Security Guard,17289
37,2,3,Fitness,Exercise Training,8th,Semi-Urban,English,Both,Offline Local,Yoga Instructor Online,14498
46,1,8,Fitness,Nutrition,No Formal,Rural,Hindi,Laptop,Work From Home,Yoga Instructor Online,21921
35,2,5,Fitness,Nutrition,UG,Urban,Both,Laptop,Hybrid,Zumba Trainer,21020
50,1,2,Banking,Sales,12th,Rural,Both,Both,Work From Home,Banking Sales Agent,15907
29,2,4,Clothing,Embroidery,Diploma,Rural,Hindi,Mobile,Offline Local,Clothing Seller Online,13960
35,3,3,Data Entry,Excel,10th,Semi-Urban,Both,Laptop,Hybrid,Data Entry,11267
44,2,4,Teaching,Communication,PG,Rural,Hindi,Mobile,Work From Home,Online Tutor,20009
20,0,8,Banking,Sales,12th,Urban,English,Both,Hybrid,Banking Sales Agent,22670
26,0,8,Gardening,Plant Care,Diploma,Rural,Both,Laptop,Hybrid,Home Gardening Service,20426
20,1,6,Cleaning,Organization,12th,Urban,Hindi,Laptop,Hybrid,Deep Cleaning Services,12642
25,4,7,Nurse,Nursing Care,PG,Semi-Urban,Hindi,Mobile,Hybrid,Patient Support Online,27809
47,2,6,Government,Clerk Skills,8th,Urban,Hindi,Both,Work From Home,Office Assistant,23727
33,2,4,Clothing,Embroidery,UG,Rural,Both,Mobile,Work From Home,Tailoring,16657
39,3,4,Commerce,Excel,UG,Rural,Both,Mobile,Hybrid,Accounting Assistant,20896
25,1,3,Doctor,Basic Healthcare,No Formal,Rural,Hindi,Laptop,Offline Local,Clinic Support,23973
31,3,2,Social Media,Instagram,10th,Urban,Both,Both,Work From Home,Content Creator,16213
35,0,1,Security,Discipline,8th,Semi-Urban,Hindi,Mobile,Work From Home,Night Guard,9031
46,1,1,Baking,Cake Decoration,10th,Rural,Both,Mobile,Work From Home,Custom Cake Business,9443
47,3,2,Cooking,Food Packaging,8th,Rural,Hindi,Mobile,Work From Home,Cooking Classes Online,10076
43,3,6,Doctor,Basic Healthcare,PG,Semi-Urban,Both,Mobile,Work From Home,Telemedicine Assistant,29683
45,3,3,Handicraft,Craft Making,UG,Semi-Urban,Both,Both,Hybrid,Handmade Products Seller,15431
33,0,2,Cleaning,Organization,No Formal,Semi-Urban,Both,Both,Offline Local,Office Cleaning,6562
46,2,7,Clothing,Embroidery,8th,Urban,Both,Both,Offline Local,Clothing Seller Online,19779
36,0,5,Cooking,Meal Planning,12th,Urban,Both,Both,Work From Home,Catering Assistant,17139
31,2,2,Fitness,Exercise Training,PG,Rural,English,Laptop,Work From Home,Zumba Trainer,17045
38,1,7,Data Entry,Excel,No Formal,Rural,Hindi,Laptop,Work From Home,Data Entry,19313
34,2,4,Labour,Helper Skills,No Formal,Semi-Urban,Hindi,Both,Work From Home,Factory Worker,12697
49,3,8,Electrician,Electrical Repair,UG,Urban,Both,Laptop,Hybrid,Appliance Fixing,25773
22,2,5,Nurse,Nursing Care,Diploma,Semi-Urban,English,Both,Offline Local,Patient Support Online,25529
26,2,5,Cooking,Food Packaging,Diploma,Urban,Both,Mobile,Offline Local,Cooking Classes Online,16806
24,2,8,Government,Documentation,UG,Rural,Hindi,Mobile,Work From Home,Data Entry Operator,26169
44,0,7,Cleaning,Housekeeping,12th,Rural,Hindi,Mobile,Work From Home,Office Cleaning,17213
48,4,3,Fitness,Nutrition,12th,Urban,Both,Mobile,Work From Home,Diet Coach,18733
47,3,3,Beauty,Hair Styling,Diploma,Rural,Hindi,Mobile,Work From Home,Home Salon,19007
37,2,6,Security,Security Monitoring,UG,Urban,English,Mobile,Work From Home,Night Guard,20496
24,0,7,Security,Communication,Diploma,Urban,Both,Both,Hybrid,Watchman,17310
38,3,5,Data Entry,Excel,No Formal,Rural,Both,Both,Hybrid,Typing Work,17476
25,3,5,Teaching,Subject Knowledge,PG,Semi-Urban,English,Both,Hybrid,Online Tutor,22569
42,1,4,Commerce,Excel,UG,Semi-Urban,Both,Mobile,Hybrid,GST Filing Assistant,20584
31,1,4,Banking,Sales,PG,Rural,Both,Laptop,Offline Local,Customer Support,23169
24,0,8,Data Entry,Excel,10th,Rural,Hindi,Laptop,Offline Local,Data Entry,20344
41,2,5,Cooking,Cooking,10th,Urban,Hindi,Laptop,Work From Home,Catering Assistant,16046
43,0,2,Cooking,Cooking,8th,Semi-Urban,English,Both,Work From Home,Cooking Classes Online,12532
49,1,4,Data Entry,Data Management,PG,Rural,Both,Mobile,Offline Local,Typing Work,18871
45,0,1,Cleaning,Sanitization,Diploma,Rural,Both,Laptop,Hybrid,House Cleaning,8211
41,1,1,Clothing,Stitching,No Formal,Urban,English,Laptop,Offline Local,Tailoring,12379
31,3,1,Fitness,Exercise Training,No Formal,Urban,English,Both,Work From Home,Diet Coach,12182
36,0,8,Nurse,First Aid,No Formal,Rural,Hindi,Laptop,Offline Local,Patient Support Online,23938
31,0,1,Baking,Cake Decoration,10th,Semi-Urban,Both,Laptop,Work From Home,Custom Cake Business,10697
39,3,8,Teaching,Teaching,Diploma,Rural,Hindi,Laptop,Hybrid,Coaching Assistant,24939
21,1,6,Doctor,Basic Healthcare,Diploma,Urban,English,Both,Offline Local,Health Consultant (Online),27219
36,1,2,IT,Web Development,12th,Rural,Both,Both,Hybrid,Web Development,20058
24,0,7,Doctor,Patient Support,8th,Semi-Urban,Both,Laptop,Hybrid,Clinic Support,30102
20,2,3,Social Media,Instagram,UG,Semi-Urban,English,Mobile,Offline Local,Instagram Reels Editor,21755
44,1,8,Electrician,Wiring,Diploma,Rural,Hindi,Laptop,Hybrid,Home Electrician,23127
47,1,3,Electrician,Wiring,12th,Semi-Urban,Hindi,Laptop,Work From Home,Electrical Repair Services,18362
45,3,7,Doctor,Patient Support,No Formal,Semi-Urban,Both,Both,Work From Home,Health Consultant (Online),27020
40,0,2,Beauty,Mehndi,10th,Urban,Both,Both,Offline Local,Makeup Artist,16199
48,1,1,Music,Singing,PG,Rural,Both,Laptop,Offline Local,Music Teacher Online,15393
25,3,3,Beauty,Makeup,PG,Semi-Urban,Hindi,Laptop,Hybrid,Makeup Artist,16432
49,1,1,Fitness,Nutrition,No Formal,Semi-Urban,Both,Mobile,Hybrid,Zumba Trainer,13971
24,2,5,Security,Security Monitoring,10th,Rural,Hindi,Both,Hybrid,Watchman,13544
37,0,6,Cleaning,Housekeeping,12th,Rural,Hindi,Both,Work From Home,Deep Cleaning Services,14387
44,2,6,Beauty,Hair Styling,12th,Rural,English,Laptop,Offline Local,Home Salon,21974
33,0,8,Cleaning,Sanitization,8th,Rural,Hindi,Mobile,Offline Local,Deep Cleaning Services,17163
34,1,6,Electrician,Wiring,No Formal,Urban,Hindi,Laptop,Offline Local,Appliance Fixing,20298
31,1,6,Data Entry,Typing,PG,Semi-Urban,Both,Laptop,Offline Local,Typing Work,21561
28,2,8,Fitness,Exercise Training,UG,Urban,Hindi,Both,Hybrid,Zumba Trainer,22576
29,2,1,Cooking,Food Packaging,12th,Rural,Both,Laptop,Hybrid,Meal Prep Business,9087
